idx,text,tokens,labels
6454,笋干,"['笋', '干']",['材料|材料']
6455,白桃绵绵星冰乐,"['白桃', '绵绵', '星冰乐']",['其他|其他|形式']
6456,百香果气泡水,"['百香果', '气泡水']",['材料|形式']
6457,老肉片,"['老', '肉片']",['其他|材料']
6458,海南鸡饭,"['海南', '鸡饭']",['地名|形式']
6459,芋泥小方,"['芋泥', '小方']",['其他|形式']
6460,汤河粉,"['汤', '河粉']",['工艺|材料']
6461,炒粉干,"['炒', '粉干']",['工艺|材料']
6462,紫菜包饭,"['紫菜', '包饭']",['材料|形式']
6463,乳酸菌,['乳酸菌'],['其他']
6464,家常土豆片,"['家常', '土豆片']",['风味|材料']
6465,鸡汤抄手,"['鸡汤', '抄手']",['工艺|形式']
6466,拆骨肉,"['拆', '骨', '肉']",['拆|骨|肉的分类如下：\n\n1. 拆 - 工艺\n2. 骨 - 材料\n3. 肉 - 材料\n\n因此，分类结果为：工艺|材料|材料']
6467,金枪鱼饭团,"['金枪鱼', '饭团']",['材料|形式']
6468,莴笋炒肉,"['莴', '笋', '炒', '肉']",['材料|材料|工艺|材料']
6469,花样年华,"['花样', '年华']",['其他|其他']
6470,馄饨面,"['馄饨', '面']",['形式|形式']
6471,老红糖珍珠牛奶,"['老红糖', '珍珠', '牛奶']",['材料|材料|材料']
6472,水煮牛肉,"['水煮', '牛肉']",['工艺|材料']
6473,优布劳啤酒盲盒,"['优布劳', '啤酒', '盲盒']",['品牌|其他|形式']
6474,原汤锅底,"['原汤', '锅底']",['工艺|形式']
6475,蘑菇炒牛肉盖浇饭,"['蘑菇', '炒', '牛肉', '盖浇饭']",['材料|工艺|材料|形式']
6476,清炒芥蓝,"['清炒', '芥蓝']",['清炒|芥蓝\n工艺|材料']
6477,酸菜面,"['酸菜', '面']",['风味|形式']
6478,胶原肥牛,"['胶原', '肥牛']",['工艺|材料']
6479,贴贴贴咖啡,"['贴贴贴', '咖啡']",['其他|材料']
6480,丹东草莓,"['丹东', '草莓']",['地名|材料']
6481,蒜蓉炒油麦菜,"['蒜蓉', '炒', '油麦菜']",['蒜蓉|炒|油麦菜的分类是：工艺|其他|材料。']
6482,特色鸡汤馄饨,"['特色', '鸡汤', '馄饨']",['风味|材料|形式']
6483,白菜鲜肉,"['白菜', '鲜肉']",['材料|材料']
6484,小牛肉,"['小牛', '肉']",['其他|材料']
6485,白桃子酪酪,"['白桃', '子酪酪']",['材料|其他']
6486,炭烤茄子,"['炭烤', '茄子']",['工艺|材料']
6487,手打青提柠檬,"['手打', '青提', '柠檬']",['工艺|材料|材料']
6488,蚂蚁上树,"['蚂蚁', '上', '树']",['其他|其他|形式']
6489,原味烤肉拌饭,"['原味', '烤肉', '拌饭']",['风味|工艺|形式']
6490,大理石美式,"['大理石', '美式']",['其他|形式']
6491,红烧昂刺鱼,"['红烧', '昂刺鱼']",['工艺|材料']
6492,牛肉寿喜锅,"['牛肉', '寿喜锅']",['材料|形式']
6493,冰豆腐花,"['冰', '豆腐花']",['工艺|材料']
6494,牛腩粉,"['牛腩', '粉']",['材料|形式']
6495,干煸土豆丝,"['干煸', '土豆丝']",['工艺|材料']
6496,大神杯可乐,"['大神杯', '可乐']",['品牌|其他']
6497,粿汁,"['粿', '汁']",['材料|形式']
6498,干锅土豆,"['干锅', '土豆']",['工艺|材料']
6499,雪花肋条,"['雪花', '肋条']",['雪花|肋条的分类是品牌|材料。']
6500,面包诱惑,"['面包', '诱惑']",['其他|材料']
6501,肉酱意面,"['肉酱', '意面']",['材料|形式']
6502,素拼凉菜,"['素拼', '凉菜']",['工艺|形式']
6503,宏宝莱,['宏宝莱'],['品牌']
6504,骨汤麻辣烫,"['骨汤', '麻辣烫']",['工艺|形式']
6505,肠旺面,"['肠', '旺', '面']",['材料|工艺|形式']
6506,酸汤,['酸汤'],['风味']
6507,原味提拉米苏,"['原味', '提拉米苏']",['风味|形式']
6508,芋圆奶绿,"['芋圆', '奶绿']",['材料|材料']
6509,麻辣鸭胗,"['麻辣', '鸭胗']",['工艺|材料']
6510,鲜烧牛杂,"['鲜烧', '牛杂']",['工艺|材料']
6511,凉瓜炒牛肉,"['凉瓜', '炒', '牛肉']",['材料|工艺|材料']
6512,草莓酸奶哈尼度,"['草莓', '酸奶', '哈尼度']",['材料|材料|其他']
6513,花甲粉,"['花甲', '粉']",['材料|形式']
6514,蒜蓉娃娃菜,"['蒜蓉', '娃娃菜']",['风味|材料']
6515,一豆三喝,"['一豆', '三喝']",['品牌|其他']
6516,火锅宽粉,"['火锅', '宽粉']",['工艺|材料']
6517,猪扒包,"['猪扒', '包']",['材料|形式']
6518,香草凤尾虾,"['香草', '凤尾虾']",['工艺|材料']
6519,烧二冬,"['烧', '二冬']",['工艺|材料']
6520,烤大肠,"['烤', '大肠']",['工艺|材料']
6521,糖醋鱼,"['糖醋', '鱼']",['风味|材料']
6522,圣诞初雪丝绒拿铁,"['圣诞', '初雪', '丝绒', '拿铁']",['其他|其他|其他|形式']
6523,猪蹄,"['猪', '蹄']",['材料|材料']
6524,八宝,"['八', '宝']",['其他|材料']
6525,美汁源果粒奶优,"['美汁源', '果粒', '奶优']",['品牌|其他|形式']
6526,李子园,"['李子', '园']",['品牌|形式']
6527,鱿鱼圈,"['鱿鱼', '圈']",['材料|形式']
6528,多莓冰茶,"['多莓', '冰茶']",['品牌|其他']
6529,益杯多肉葡萄,"['益杯', '多肉', '葡萄']",['品牌|其他|材料']
6530,芝士莓莓2.0,"['芝士', '莓莓', '2.0']",['其他|其他|其他']
6531,油炸豆皮,"['油炸', '豆皮']",['工艺|材料']
6532,西瓜冻冻,"['西瓜', '冻冻']",['材料|形式']
6533,草本番茄肥牛面,"['草本', '番茄', '肥牛面']",['草本|番茄|肥牛面的分类如下：\n\n1. **草本**：属于“风味”类别，表示这道菜具有草本的味道或香气。\n2. **番茄**：属于“材料”类别，是这道菜的主要原材料之一。\n3. **肥牛面**：属于“形式”类别，指这道菜的大类，即为一种面条。\n\n因此，分类结果为：\n\n风味|材料|形式']
6534,面包,['面包'],['其他']
6535,雪花芝士球,"['雪花', '芝士球']",['雪花|芝士球\n品牌|材料']
6536,黑椒牛柳炒意粉,"['黑椒', '牛柳', '炒', '意粉']",['风味|材料|工艺|形式']
6537,鸭脖子,"['鸭', '脖子']",['材料|材料']
6538,麻辣海带丝,"['麻辣', '海带丝']",['麻辣|海带丝\n风味|材料']
6539,鸭肉,['鸭肉'],['材料']
6540,洛神花茶,"['洛神', '花茶']",['地名|材料']
6541,炒豆皮,"['炒', '豆皮']",['工艺|材料']
6542,猪肉蒸饺,"['猪肉', '蒸饺']",['材料|形式']
6543,高山四季春茶,"['高山', '四季', '春茶']",['地名|其他|材料']
6544,茉莉白轻乳茶,"['茉莉', '白', '轻乳茶']",['其他|其他|形式']
6545,椰蓉包,"['椰蓉', '包']",['材料|形式']
6546,滑肉,['滑肉'],['材料']
6547,草本酸辣肥牛面,"['草本', '酸辣', '肥牛面']",['草本|酸辣|肥牛面的分类如下：\n\n1. **草本**：属于“其他”类别，因为它描述的是食材的一种特性或来源，但不属于主要原材料、工艺、风味等明确类别。\n2. **酸辣**：属于“风味”，因为它直接描述了菜品的味道特点。\n3. **肥牛面**：属于“形式”，因为它指出了这道菜的主要类别是面条。\n\n因此，分类结果为：\n\n其他|风味|形式']
6548,薄荷叶,"['薄荷', '叶']",['材料|材料']
6549,南瓜手撕包,"['南瓜', '手撕', '包']",['材料|工艺|形式']
6550,西葫芦水饺,"['西葫芦', '水饺']",['材料|形式']
6551,羊鞭,"['羊', '鞭']",['材料|材料']
6552,空心菜,['空心菜'],['材料']
6553,脆骨串,"['脆骨', '串']",['材料|形式']
6554,拔丝蛋糕,"['拔丝', '蛋糕']",['工艺|材料']
6555,肥牛米线,"['肥牛', '米线']",['材料|形式']
6556,西柚气泡咖啡,"['西柚', '气泡', '咖啡']",['材料|其他|形式']
6557,鸡蛋醪糟汤,"['鸡蛋', '醪糟', '汤']",['材料|材料|形式']
6558,酸菜水饺,"['酸菜', '水饺']",['风味|形式']
6559,今麦郎凉白开,"['今麦郎', '凉白开']",['品牌|其他']
6560,招牌鸭翅中,"['招牌', '鸭翅中']",['招牌|鸭翅中\n\n品牌|材料']
6561,酱萝卜,"['酱', '萝卜']",['工艺|材料']
6562,海味抄手,"['海味', '抄手']",['风味|形式']
6563,苕皮,"['苕', '皮']",['材料|材料']
6564,现磨咖啡,"['现磨', '咖啡']",['工艺|形式']
6565,霸王鸡条,"['霸王', '鸡条']",['品牌|材料']
6566,灌浆曲奇,"['灌浆', '曲奇']",['工艺|材料']
6567,嫩鸭血,"['嫩', '鸭血']",['其他|材料']
6568,超级杯招牌芋圆奶茶,"['超级', '杯', '招牌', '芋圆', '奶茶']",['其他|其他|其他|材料|材料']
6569,土豆烧牛肉盖浇饭,"['土豆', '烧', '牛肉', '盖浇饭']",['材料|工艺|材料|形式']
6570,草莓益菌多,"['草莓', '益菌多']",['材料|品牌']
6571,鹿茸菌,"['鹿茸', '菌']",['材料|材料']
6572,枣糕,"['枣', '糕']",['材料|形式']
6573,香辣鸡翅炸鸡tn,"['香辣', '鸡翅', '炸鸡', 'tn']",['风味|材料|工艺|其他']
6574,原味泡芙,"['原味', '泡芙']",['风味|材料']
6575,芒椰糯糯星冰乐,"['芒椰', '糯糯', '星冰乐']",['其他|其他|形式']
6576,小柑橘米乳拿铁,"['小柑橘', '米乳', '拿铁']",['其他|其他|形式']
6577,雪梨四季春茶,"['雪梨', '四季春茶']",['材料|其他']
6578,牛肉锅仔,"['牛肉', '锅仔']",['材料|形式']
6579,猪肉汤包,"['猪肉', '汤包']",['材料|形式']
6580,芝士龙井香,"['芝士', '龙井香']",['风味|风味']
6581,大刀腰片,"['大刀', '腰片']",['工艺|材料']
6582,沃柑,['沃柑'],['材料']
6583,自助酱料,"['自助', '酱料']",['工艺|材料']
6584,鱼蛋,"['鱼', '蛋']",['材料|材料']
6585,沙拉薯条,"['沙拉', '薯条']",['工艺|材料']
6586,鲷鱼烧,"['鲷鱼', '烧']",['材料|工艺']
6587,芝心厚菇汁汁厚作安格斯牛堡,"['芝心', '厚菇汁汁', '厚作', '安格斯', '牛堡']",['其他|其他|其他|品牌|形式']
6588,白象沁香红茶,"['白象', '沁香', '红茶']",['品牌|其他|材料']
6589,调味猪五花,"['调味', '猪五花']",['工艺|材料']
6590,西红柿蛋花汤,"['西红柿', '蛋花', '汤']",['材料|材料|形式']
6591,老坛酸菜巴沙鱼,"['老坛', '酸菜', '巴沙鱼']",['工艺|材料|材料']
6592,新奥尔良烤鸡腿堡,"['新奥尔良', '烤鸡腿', '堡']",['地名|工艺|形式']
6593,干蒸,['干蒸'],['形式']
6594,地锅贴饼,"['地锅', '贴饼']",['工艺|形式']
6595,美年达,['美年达'],['品牌']
6596,椒盐鱿鱼,"['椒盐', '鱿鱼']",['工艺|材料']
6597,干煸苦瓜,"['干煸', '苦瓜']",['工艺|材料']
6598,百香果冰粉,"['百香果', '冰粉']",['材料|材料']
6599,椰汁西米糕,"['椰汁', '西米', '糕']",['椰汁|西米|糕的分类是：材料|材料|形式。']
6600,胡辣汤,"['胡辣', '汤']",['风味|形式']
6601,盐酥杏鲍菇,"['盐酥', '杏鲍菇']",['工艺|材料']
6602,坛子肉,"['坛子', '肉']",['工艺|材料']
6603,千张皮,['千张皮'],['材料']
6604,南瓜粥糊小丸子,"['南瓜', '粥糊', '小丸子']",['材料|形式|其他']
6605,冒节子,"['冒', '节子']",['工艺|材料']
6606,大排面,"['大排', '面']",['工艺|形式']
6607,嫩仙草满福,"['嫩仙草', '满福']",['品牌|其他']
6608,扯面,"['扯', '面']",['工艺|形式']
6609,招牌杀猪粉,"['招牌', '杀猪粉']",['其他|材料']
6610,全料热干面,"['全料', '热干面']",['工艺|形式']
6611,东北大鹅,"['东北', '大鹅']",['地名|材料']
6612,鱼羊鲜,"['鱼', '羊', '鲜']",['材料|材料|其他']
6613,芒芒q糯糯,"['芒芒', 'q', '糯糯']",['其他|其他|其他']
6614,猪肉卷,"['猪肉', '卷']",['材料|形式']
6615,轻乳拿铁,"['轻乳', '拿铁']",['其他|形式']
6616,炒时蔬,"['炒', '时蔬']",['工艺|材料']
6617,莓莓果茶,"['莓莓', '果茶']",['其他|形式']
6618,超牛牛油果,"['超牛', '牛油果']",['品牌|材料']
6619,干脆可可麦旋风,"['脆', '可可', '麦旋风']",['其他|其他|形式']
6620,中华海草,"['中华', '海草']",['地名|其他']
6621,黄金椰椰乌龙,"['黄金', '椰椰', '乌龙']",['其他|其他|形式']
6622,牛肉小笼包,"['牛肉', '小笼包']",['材料|形式']
6623,羊角包,"['羊角', '包']",['其他|形式']
6624,鸡腿包,"['鸡腿', '包']",['材料|形式']
6625,油条包麻糍,"['油条', '包', '麻糍']",['工艺|其他|材料']
6626,夺夺粉,"['夺夺', '粉']",['品牌|材料']
6627,鲜笋水饺,"['鲜笋', '水饺']",['材料|形式']
6628,芝士奶盖,"['芝士', '奶盖']",['材料|材料']
6629,蒸包,"['蒸', '包']",['蒸|包\n工艺|形式']
6630,自助冰淇淋,"['自助', '冰淇淋']",['工艺|材料']
6631,白饭,"['白', '饭']",['其他|形式']
6632,秘制鸭肠,"['秘制', '鸭肠']",['工艺|材料']
6633,原味华夫饼,"['原味', '华夫饼']",['风味|形式']
6634,韭菜炒豆芽,"['韭菜', '炒', '豆芽']",['材料|工艺|材料']
6635,鲜芋青稞牛奶,"['鲜芋', '青稞', '牛奶']",['材料|材料|材料']
6636,招牌虾饺皇,"['招牌', '虾饺皇']",['招牌|虾饺皇\n\n品牌|材料']
6637,小凉菜,"['小', '凉菜']",['其他|形式']
6638,香芋地瓜丸,"['香芋', '地瓜', '丸']",['材料|材料|形式']
6639,高钙羊肉卷,"['高钙', '羊肉卷']",['其他|材料']
6640,精品牛肉面,"['精品', '牛肉面']",['其他|形式']
6641,爆打柠瓜瓜,"['爆打', '柠瓜瓜']",['工艺|材料']
6642,传统牛肉面,"['传统', '牛肉面']",['其他|形式']
6643,牛肉萝卜,"['牛肉', '萝卜']",['材料|材料']
6644,韭菜鸡蛋饼,"['韭菜', '鸡蛋', '饼']",['材料|材料|形式']
6645,蜜桃柠檬茶,"['蜜桃', '柠檬茶']",['原材料|材料']
6646,湄公鱼,"['湄公', '鱼']",['地名|材料']
6647,肉丁烧麦,"['肉丁', '烧麦']",['材料|形式']
6648,香菇猪肉,"['香菇', '猪肉']",['材料|材料']
6649,琥珀酱,"['琥珀', '酱']",['工艺|材料']
6650,虾仁汤包,"['虾仁', '汤包']",['材料|形式']
6651,火锅川粉,"['火锅', '川粉']",['工艺|材料']
6652,鸡蛋汉堡,"['鸡蛋', '汉堡']",['材料|形式']
6653,樱花玫莓,"['樱花', '玫莓']",['其他|其他']
6654,清蒸罗非鱼,"['清蒸', '罗非鱼']",['清蒸|罗非鱼\n工艺|材料']
6655,芹菜炒肉丝,"['芹菜', '炒', '肉丝']",['材料|工艺|材料']
6656,招牌小龙虾,"['招牌', '小龙虾']",['招牌|小龙虾\n品牌|材料']
6657,咸菜,['咸菜'],['材料']
6658,百香芒芒冰橘茶,"['百香芒', '芒冰橘茶']",['其他|其他|其他']
6659,水磨大年糕,"['水磨', '大年糕']",['工艺|材料']
6660,九龙金玉乌龙奶茶兑换券,"['九龙', '金玉', '乌龙', '奶茶', '兑换券']",['地名|其他|地名|材料|其他']
6661,酸菜肉,"['酸菜', '肉']",['风味|材料']
6662,锅贴,['锅贴'],['形式']
6663,醉蟹,"['醉', '蟹']",['醉|蟹的分类是：工艺|材料。']
6664,特色菜,"['特色', '菜']",['其他|其他']
6665,炸鱼饼,"['炸鱼', '饼']",['工艺|材料']
6666,白灼西生菜,"['白灼', '西生菜']",['工艺|材料']
6667,焦糖芝士厚蛋糕风味奶茶,"['焦糖', '芝士', '厚蛋糕', '风味', '奶茶']",['风味|材料|形式|风味|材料']
6668,红锅,['红锅'],['工艺']
6669,小炒黄牛肉饭,"['小炒', '黄牛肉饭']",['工艺|形式']
6670,花卷,['花卷'],['形式']
6671,石磨豆浆,"['石磨', '豆浆']",['工艺|材料']
6672,玉米汁,"['玉米', '汁']",['材料|形式']
6673,板栗芋泥伯爵奶茶,"['板栗', '芋泥', '伯爵', '奶茶']",['材料|材料|其他|形式']
6674,羊肉灌汤包,"['羊肉', '灌汤包']",['材料|形式']
6675,今麦郎矿泉水,"['今麦郎', '矿泉水']",['品牌|其他']
6676,红烧肥肠米线,"['红烧', '肥肠', '米线']",['工艺|材料|形式']
6677,柚见气泡冰萃,"['柚见', '气泡冰萃']",['品牌|其他']
6678,阿萨姆奶茶,"['阿萨姆', '奶茶']",['地名|材料']
6679,杨枝甘露清爽版,"['杨枝', '甘露', '清爽版']",['其他|其他|形式']
6680,百香三重奏,"['百香', '三重奏']",['风味|其他']
6681,青笋尖,"['青笋', '尖']",['材料|其他']
6682,辣炒蚬子,"['辣炒', '蚬子']",['工艺|材料']
6683,鲜肉饺,"['鲜肉', '饺']",['材料|形式']
6684,蒜蓉粉丝蒸虾,"['蒜蓉', '粉丝', '蒸虾']",['工艺|材料|工艺']
6685,菜包子,"['菜', '包子']",['材料|形式']
6686,柠檬芝士蛋糕,"['柠檬', '芝士', '蛋糕']",['材料|材料|形式']
6687,芝士草莓,"['芝士', '草莓']",['材料|材料']
6688,橙c冰茶,"['橙', 'C', '冰茶']",['其他|其他|形式']
6689,辣炒金钱蛋,"['辣炒', '金钱蛋']",['工艺|材料']
6690,尖椒豆皮,"['尖椒', '豆皮']",['材料|材料']
6691,草莓盒子,"['草莓', '盒子']",['材料|形式']
6692,汁汁双层嫩牛堡,"['汁汁', '双层', '嫩牛堡']",['其他|其他|形式']
6693,烤培根,"['烤', '培根']",['工艺|材料']
6694,喜多多黑糖红枣枸杞粥,"['喜多多', '黑糖', '红枣', '枸杞', '粥']",['品牌|其他|材料|材料|形式']
6695,生煎包,"['生煎', '包']",['工艺|形式']
6696,麦辣鸡腿堡鸡翅餐,"['麦辣', '鸡腿堡', '鸡翅餐']",['风味|材料|形式']
6697,洋葱炒牛肉,"['洋葱', '炒', '牛肉']",['材料|工艺|材料']
6698,马斯卡生酪拿铁,"['马斯卡', '生酪', '拿铁']",['其他|其他|形式']
6699,山药片,"['山药', '片']",['材料|形式']
6700,毛豆花生,"['毛豆', '花生']",['材料|材料']
6701,六鲜面,"['六鲜', '面']",['风味|形式']
6702,盐煎肉,"['盐', '煎', '肉']",['盐|煎|肉的分类是：工艺|工艺|材料。']
6703,荞麦冷面,"['荞麦', '冷面']",['材料|形式']
6704,冰露水,"['冰露', '水']",['品牌|其他']
6705,苦瓜炒鸡蛋,"['苦瓜', '炒', '鸡蛋']",['材料|工艺|材料']
6706,鲜虾条,"['鲜虾', '条']",['材料|形式']
6707,炒螺蛳粉,"['炒', '螺蛳粉']",['工艺|材料']
6708,珍珠汤,"['珍珠', '汤']",['其他|形式']
6709,莲菜,"['莲', '菜']",['材料|材料']
6710,番茄炒蛋饭,"['番茄', '炒', '蛋饭']",['材料|工艺|形式']
6711,酸菜肉沫,"['酸菜', '肉沫']",['风味|材料']
6712,现榨玉米汁,"['现榨', '玉米汁']",['现榨|玉米汁\n工艺|材料']
6713,泰国龙眼,"['泰国', '龙眼']",['地名|材料']
6714,可口可乐听装,"['可口', '可乐', '听装']",['其他|其他|形式']
6715,油辣子,"['油', '辣子']",['工艺|材料']
6716,泥鳅,['泥鳅'],['材料']
6717,满杯葡萄,"['满杯', '葡萄']",['其他|材料']
6718,藕片,"['藕', '片']",['材料|形式']
6719,攸县香干,"['攸县', '香干']",['地名|材料']
6720,招牌蟹钳,"['招牌', '蟹钳']",['其他|材料']
6721,西红柿鸡蛋拌面,"['西红柿', '鸡蛋', '拌面']",['材料|材料|形式']
6722,卤鸭翅,"['卤', '鸭翅']",['工艺|材料']
6723,红酒雪梨,"['红酒', '雪梨']",['材料|材料']
6724,土鸡蛋,"['土', '鸡蛋']",['材料|材料']
6725,塔塔香鸡腿,"['塔塔', '香', '鸡腿']",['其他|其他|材料']
6726,杏皮水,"['杏皮', '水']",['材料|形式']
6727,香辣金针菇,"['香辣', '金针菇']",['风味|材料']
6728,叉烧螺蛳粉,"['叉烧', '螺蛳粉']",['叉烧|螺蛳粉的分类是：工艺|形式。']
6729,白芽奇兰,"['白芽', '奇兰']",['其他|其他']
6730,爆炒田鸡,"['爆炒', '田鸡']",['工艺|材料']
6731,黄骨鱼,['黄骨鱼'],['材料']
6732,豆腐羹,"['豆腐', '羹']",['材料|形式']
6733,宫保虾球,"['宫保', '虾球']",['风味|材料']
6734,鱼香茄条,"['鱼香', '茄条']",['风味|材料']
6735,黑椒鸡排,"['黑椒', '鸡排']",['工艺|材料']
6736,烤豆皮,"['烤', '豆皮']",['工艺|材料']
6737,大腰,['大腰'],['其他']
6738,关于冰淇淋,"['关于', '冰淇淋']",['其他|其他']
6739,双杯珞珈樱花拿铁,"['双杯', '珞珈', '樱花', '拿铁']",['其他|其他|其他|形式']
6740,百香果汁,"['百香果', '汁']",['材料|形式']
6741,烤鸡肉串,"['烤鸡', '肉串']",['工艺|材料']
6742,砂糖桔,"['砂糖', '桔']",['材料|材料']
6743,牛肉盖饭,"['牛肉', '盖饭']",['材料|形式']
6744,青花椒烤鱼,"['青花椒', '烤鱼']",['风味|工艺']
6745,蒸蛋糕,"['蒸', '蛋糕']",['蒸|蛋糕的分类是：工艺|形式。']
6746,虾仁饺子,"['虾仁', '饺子']",['材料|形式']
6747,抹茶半熟芝士,"['抹茶', '半熟', '芝士']",['其他|其他|材料']
6748,红烧牛肉烩面,"['红烧', '牛肉', '烩面']",['工艺|材料|形式']
6749,炸桑叶,"['炸', '桑叶']",['炸|桑叶\n工艺|材料']
6750,李先生牛肉面,"['李先生', '牛肉面']",['品牌|形式']
6751,鸭下巴,['鸭下巴'],['材料']
6752,瘦肉,['瘦肉'],['材料']
6753,粉蒸排骨,"['粉蒸', '排骨']",['工艺|材料']
6754,炒芹菜,"['炒', '芹菜']",['工艺|材料']
6755,鲜炖整颗梨,"['鲜炖', '整颗', '梨']",['工艺|材料|形式']
6756,砂锅粥,"['砂锅', '粥']",['砂锅|粥\n工艺|形式']
6757,软炸肉,"['软炸', '肉']",['工艺|材料']
6758,喜选牛瓜,"['喜选', '牛瓜']",['品牌|材料']
6759,罐装原味瓜子,"['罐装', '原味', '瓜子']",['工艺|风味|材料']
6760,卷子,['卷子'],['其他']
6761,拌饭,"['拌', '饭']",['拌|饭\n工艺|形式']
6762,冰火瀑布布朗尼,"['冰火', '瀑布', '布朗尼']",['其他|其他|形式']
6763,红果山楂瑞士卷,"['红果', '山楂', '瑞士卷']",['原材料|材料|其他']
6764,老鸭汤,"['老鸭', '汤']",['工艺|形式']
6765,牛筋,['牛筋'],['材料']
6766,玫瑰豆沙包,"['玫瑰', '豆沙包']",['风味|材料']
6767,面包蟹,"['面包', '蟹']",['材料|材料']
6768,杨梅瑞纳冰,"['杨梅', '瑞纳冰']",['材料|其他']
6769,雪梨银耳椰椰,"['雪梨', '银耳', '椰椰']",['材料|材料|其他']
6770,油炸花生米,"['油炸', '花生米']",['工艺|材料']
6771,普宁炸豆腐,"['普宁', '炸豆腐']",['地名|材料']
6772,白菜,['白菜'],['材料']
6773,西葫芦鸡蛋,"['西葫芦', '鸡蛋']",['材料|材料']
6774,葡萄胶原酸奶冻,"['葡萄', '胶原', '酸奶冻']",['材料|材料|形式']
6775,黑鱼面,"['黑鱼', '面']",['材料|形式']
6776,黑椒牛柳意面,"['黑椒', '牛柳', '意面']",['风味|材料|形式']
6777,latte,['latte'],['其他']
6778,咸蛋黄流心可颂,"['咸蛋黄', '流心', '可颂']",['材料|工艺|形式']
6779,黄焖牛肉,"['黄焖', '牛肉']",['工艺|材料']
6780,波霸奶茶,"['波霸', '奶茶']",['品牌|材料']
6781,果啤,"['果', '啤']",['其他|形式']
6782,炸三样,"['炸', '三样']",['工艺|形式']
6783,猪蹄花,"['猪蹄', '花']",['材料|形式']
6784,霸霸红豆奶茶,"['霸霸', '红豆', '奶茶']",['品牌|材料|形式']
6785,香辣包,"['香辣', '包']",['风味|形式']
6786,丝瓜炒蛋,"['丝瓜', '炒', '蛋']",['材料|工艺|材料']
6787,黄焖鸡,"['黄焖', '鸡']",['工艺|材料']
6788,大师溏心蛋,"['大师', '溏心蛋']",['工艺|材料']
6789,特调鸡尾酒,"['特调', '鸡尾酒']",['工艺|其他']
6790,蒜香小龙虾,"['蒜香', '小龙虾']",['风味|材料']
6791,干锅娃娃菜,"['干锅', '娃娃菜']",['工艺|材料']
6792,鲜鸭血,"['鲜', '鸭血']",['其他|材料']
6793,虎皮辣椒,"['虎皮', '辣椒']",['工艺|材料']
6794,大窑嘉宾饮料,"['大窑', '嘉宾', '饮料']",['品牌|其他|形式']
6795,猪拱嘴,"['猪', '拱嘴']",['材料|其他']
6796,小食拼盘,"['小食', '拼盘']",['其他|其他']
6797,小宇宙气泡水,"['小宇宙', '气泡水']",['品牌|其他']
6798,麻辣虾球,"['麻辣', '虾球']",['工艺|材料']
6799,炒腐竹,"['炒', '腐竹']",['工艺|材料']
6800,卤猪尾,"['卤', '猪尾']",['卤|猪尾的分类是：工艺|材料。']
6801,椰芒q糯糯,"['椰芒', 'q', '糯糯']",['其他|其他|其他']
6802,黄焖鱼,"['黄焖', '鱼']",['工艺|材料']
6803,草莓桃子酪酪,"['草莓', '桃子', '酪酪']",['材料|材料|其他']
6804,鸡胸肉,"['鸡胸', '肉']",['材料']
6805,珍芋奶绿,"['珍芋', '奶绿']",['品牌|材料']
6806,风干肠,"['风干', '肠']",['工艺|材料']
6807,金枪鱼,['金枪鱼'],['材料']
6808,肉丝炒面,"['肉丝', '炒面']",['材料|形式']
6809,茄子肉沫,"['茄子', '肉沫']",['材料|材料']
6810,凉拌沙葱,"['凉拌', '沙葱']",['工艺|材料']
6811,招牌牛肉粉,"['招牌', '牛肉粉']",['招牌|品牌|牛肉粉|形式']
6812,鹅胗,['鹅胗'],['材料']
6813,猪肉芹菜水饺,"['猪肉', '芹菜', '水饺']",['材料|材料|形式']
6814,桃桃圣代,"['桃桃', '圣代']",['其他|形式']
6815,桂花乌龙茶,"['桂花', '乌龙茶']",['风味|材料']
6816,香酥馋嘴鸭,"['香酥', '馋嘴鸭']",['工艺|材料']
6817,土豆包,"['土豆', '包']",['材料|形式']
6818,鸡柳卷饼,"['鸡柳', '卷饼']",['材料|形式']
6819,蜜枣粽子,"['蜜枣', '粽子']",['材料|形式']
6820,奶油包,"['奶油', '包']",['工艺|形式']
6821,冷锅鸭血,"['冷锅', '鸭血']",['工艺|材料']
6822,水果拼盘,"['水果', '拼盘']",['材料|形式']
6823,南瓜汤,"['南瓜', '汤']",['材料|形式']
6824,过桥豆腐,"['过桥', '豆腐']",['工艺|材料']
6825,榴莲面包,"['榴莲', '面包']",['材料|形式']
6826,一桶燕麦奶烧仙草,"['一桶', '燕麦奶', '烧仙草']",['其他|材料|形式']
6827,汤力美式,"['汤力', '美式']",['工艺|形式']
6828,五香鸡腿,"['五香', '鸡腿']",['风味|材料']
6829,尖椒肉丝盖浇饭,"['尖椒', '肉丝', '盖浇饭']",['材料|材料|形式']
6830,烤辣椒,"['烤', '辣椒']",['烤|辣椒\n工艺|材料']
6831,小吃自助,"['小吃', '自助']",['形式|形式']
6832,香辣翅尖,"['香辣', '翅尖']",['风味|材料']
6833,牛轧糖,"['牛轧', '糖']",['其他|材料']
6834,素粉,"['素', '粉']",['工艺|材料']
6835,烤蝉蛹,"['烤', '蝉蛹']",['烤|蝉蛹的分类是：工艺|材料。']
6836,豆花肥肠,"['豆花', '肥肠']",['工艺|材料']
