idx,text,tokens
6593,干蒸,['干蒸']
6594,地锅贴饼,['地锅|贴饼']
6595,美年达,['美年达']
6596,椒盐鱿鱼,['椒盐|鱿鱼']
6597,干煸苦瓜,['干煸|苦瓜']
6598,百香果冰粉,['百香果|冰粉']
6599,椰汁西米糕,['椰汁|西米|糕']
6600,胡辣汤,['胡辣|汤']
6601,盐酥杏鲍菇,['盐酥|杏鲍菇']
6602,坛子肉,['坛子|肉']
6603,千张皮,['千张皮']
6604,南瓜粥糊小丸子,['南瓜|粥糊|小丸子']
6605,冒节子,['冒|节子']
6606,大排面,['大排|面']
6607,嫩仙草满福,['嫩仙草|满福']
6608,扯面,['扯|面']
6609,招牌杀猪粉,['招牌|杀猪粉']
6610,全料热干面,['全料|热干面']
6611,东北大鹅,['东北|大鹅']
6612,鱼羊鲜,['鱼|羊|鲜']
6613,芒芒q糯糯,['芒芒|q|糯糯']
6614,猪肉卷,['猪肉|卷']
6615,轻乳拿铁,['轻乳|拿铁']
6616,炒时蔬,['炒|时蔬']
6617,莓莓果茶,['莓莓|果茶']
6618,超牛牛油果,['超牛|牛油果']
6619,干脆可可麦旋风,['脆|可可|麦旋风']
6620,中华海草,['中华|海草']
6621,黄金椰椰乌龙,['黄金|椰椰|乌龙']
6622,牛肉小笼包,['牛肉|小笼包']
6623,羊角包,['羊角|包']
6624,鸡腿包,['鸡腿|包']
6625,油条包麻糍,['油条|包|麻糍']
6626,夺夺粉,['夺夺|粉']
6627,鲜笋水饺,['鲜笋|水饺']
6628,芝士奶盖,['芝士|奶盖']
6629,蒸包,['蒸|包']
6630,自助冰淇淋,['自助|冰淇淋']
6631,白饭,['白|饭']
6632,秘制鸭肠,['秘制|鸭肠']
6633,原味华夫饼,['原味|华夫饼']
6634,韭菜炒豆芽,['韭菜|炒|豆芽']
6635,鲜芋青稞牛奶,['鲜芋|青稞|牛奶']
6636,招牌虾饺皇,['招牌|虾饺皇']
6637,小凉菜,['小|凉菜']
6638,香芋地瓜丸,['香芋|地瓜|丸']
6639,高钙羊肉卷,['高钙|羊肉卷']
6640,精品牛肉面,['精品|牛肉面']
6641,爆打柠瓜瓜,['爆打|柠瓜瓜']
6642,传统牛肉面,['传统|牛肉面']
6643,牛肉萝卜,['牛肉|萝卜']
6644,韭菜鸡蛋饼,['韭菜|鸡蛋|饼']
6645,蜜桃柠檬茶,['蜜桃|柠檬茶']
6646,湄公鱼,['湄公|鱼']
6647,肉丁烧麦,['肉丁|烧麦']
6648,香菇猪肉,['香菇|猪肉']
6649,琥珀酱,['琥珀|酱']
6650,虾仁汤包,['虾仁|汤包']
6651,火锅川粉,['火锅|川粉']
6652,鸡蛋汉堡,['鸡蛋|汉堡']
6653,樱花玫莓,['樱花|玫莓']
6654,清蒸罗非鱼,['清蒸|罗非鱼']
6655,芹菜炒肉丝,['芹菜|炒|肉丝']
6656,招牌小龙虾,['招牌|小龙虾']
6657,咸菜,['咸菜']
6658,百香芒芒冰橘茶,['百香芒|芒冰橘茶']
6659,水磨大年糕,['水磨|大年糕']
6660,九龙金玉乌龙奶茶兑换券,['九龙|金玉|乌龙|奶茶|兑换券']
6661,酸菜肉,['酸菜|肉']
6662,锅贴,['锅贴']
6663,醉蟹,['醉|蟹']
6664,特色菜,['特色|菜']
6665,炸鱼饼,['炸鱼|饼']
6666,白灼西生菜,['白灼|西生菜']
6667,焦糖芝士厚蛋糕风味奶茶,['焦糖|芝士|厚蛋糕|风味|奶茶']
6668,红锅,['红锅']
6669,小炒黄牛肉饭,['小炒|黄牛肉饭']
6670,花卷,['花卷']
6671,石磨豆浆,['石磨|豆浆']
6672,玉米汁,['玉米|汁']
6673,板栗芋泥伯爵奶茶,['板栗|芋泥|伯爵|奶茶']
6674,羊肉灌汤包,['羊肉|灌汤包']
6675,今麦郎矿泉水,['今麦郎|矿泉水']
6676,红烧肥肠米线,['红烧|肥肠|米线']
6677,柚见气泡冰萃,['柚见|气泡冰萃']
6678,阿萨姆奶茶,['阿萨姆|奶茶']
6679,杨枝甘露清爽版,['杨枝|甘露|清爽版']
6680,百香三重奏,['百香|三重奏']
6681,青笋尖,['青笋|尖']
6682,辣炒蚬子,['辣炒|蚬子']
6683,鲜肉饺,['鲜肉|饺']
6684,蒜蓉粉丝蒸虾,['蒜蓉|粉丝|蒸虾']
6685,菜包子,['菜|包子']
6686,柠檬芝士蛋糕,['柠檬|芝士|蛋糕']
6687,芝士草莓,['芝士|草莓']
6688,橙c冰茶,['橙|C|冰茶']
6689,辣炒金钱蛋,['辣炒|金钱蛋']
6690,尖椒豆皮,['尖椒|豆皮']
6691,草莓盒子,['草莓|盒子']
6692,汁汁双层嫩牛堡,['汁汁|双层|嫩牛堡']
6693,烤培根,['烤|培根']
6694,喜多多黑糖红枣枸杞粥,['喜多多|黑糖|红枣|枸杞|粥']
6695,生煎包,['生煎|包']
6696,麦辣鸡腿堡鸡翅餐,['麦辣|鸡腿堡|鸡翅餐']
6697,洋葱炒牛肉,['洋葱|炒|牛肉']
6698,马斯卡生酪拿铁,['马斯卡|生酪|拿铁']
6699,山药片,['山药|片']
6700,毛豆花生,['毛豆|花生']
6701,六鲜面,['六鲜|面']
6702,盐煎肉,['盐|煎|肉']
6703,荞麦冷面,['荞麦|冷面']
6704,冰露水,['冰露|水']
6705,苦瓜炒鸡蛋,['苦瓜|炒|鸡蛋']
6706,鲜虾条,['鲜虾|条']
6707,炒螺蛳粉,['炒|螺蛳粉']
6708,珍珠汤,['珍珠|汤']
6709,莲菜,['莲|菜']
6710,番茄炒蛋饭,['番茄|炒|蛋饭']
6711,酸菜肉沫,['酸菜|肉沫']
6712,现榨玉米汁,['现榨|玉米汁']
6713,泰国龙眼,['泰国|龙眼']
6714,可口可乐听装,['可口|可乐|听装']
6715,油辣子,['油|辣子']
6716,泥鳅,['泥鳅']
6717,满杯葡萄,['满杯|葡萄']
6718,藕片,['藕|片']
6719,攸县香干,['攸县|香干']
6720,招牌蟹钳,['招牌|蟹钳']
6721,西红柿鸡蛋拌面,['西红柿|鸡蛋|拌面']
6722,卤鸭翅,['卤|鸭翅']
6723,红酒雪梨,['红酒|雪梨']
6724,土鸡蛋,['土|鸡蛋']
6725,塔塔香鸡腿,['塔塔|香|鸡腿']
6726,杏皮水,['杏皮|水']
6727,香辣金针菇,['香辣|金针菇']
6728,叉烧螺蛳粉,['叉烧|螺蛳粉']
6729,白芽奇兰,['白芽|奇兰']
6730,爆炒田鸡,['爆炒|田鸡']
6731,黄骨鱼,['黄骨鱼']
6732,豆腐羹,['豆腐|羹']
6733,宫保虾球,['宫保|虾球']
6734,鱼香茄条,['鱼香|茄条']
6735,黑椒鸡排,['黑椒|鸡排']
6736,烤豆皮,['烤|豆皮']
6737,大腰,['大腰']
6738,关于冰淇淋,['关于|冰淇淋']
6739,双杯珞珈樱花拿铁,['双杯|珞珈|樱花|拿铁']
6740,百香果汁,['百香果|汁']
6741,烤鸡肉串,['烤鸡|肉串']
6742,砂糖桔,['砂糖|桔']
6743,牛肉盖饭,['牛肉|盖饭']
6744,青花椒烤鱼,['青花椒|烤鱼']
6745,蒸蛋糕,['蒸|蛋糕']
6746,虾仁饺子,['虾仁|饺子']
6747,抹茶半熟芝士,['抹茶|半熟|芝士']
6748,红烧牛肉烩面,['红烧|牛肉|烩面']
6749,炸桑叶,['炸|桑叶']
6750,李先生牛肉面,['李先生|牛肉面']
6751,鸭下巴,['鸭下巴']
6752,瘦肉,['瘦肉']
6753,粉蒸排骨,['粉蒸|排骨']
6754,炒芹菜,['炒|芹菜']
6755,鲜炖整颗梨,['鲜炖|整颗|梨']
6756,砂锅粥,['砂锅|粥']
6757,软炸肉,['软炸|肉']
6758,喜选牛瓜,['喜选|牛瓜']
6759,罐装原味瓜子,['罐装|原味|瓜子']
6760,卷子,['卷子']
6761,拌饭,['拌|饭']
6762,冰火瀑布布朗尼,['冰火|瀑布|布朗尼']
6763,红果山楂瑞士卷,['红果|山楂|瑞士卷']
6764,老鸭汤,['老鸭|汤']
6765,牛筋,['牛筋']
6766,玫瑰豆沙包,['玫瑰|豆沙包']
6767,面包蟹,['面包|蟹']
6768,杨梅瑞纳冰,['杨梅|瑞纳冰']
6769,雪梨银耳椰椰,['雪梨|银耳|椰椰']
6770,油炸花生米,['油炸|花生米']
6771,普宁炸豆腐,['普宁|炸豆腐']
6772,白菜,['白菜']
6773,西葫芦鸡蛋,['西葫芦|鸡蛋']
6774,葡萄胶原酸奶冻,['葡萄|胶原|酸奶冻']
6775,黑鱼面,['黑鱼|面']
6776,黑椒牛柳意面,['黑椒|牛柳|意面']
6777,latte,['latte']
6778,咸蛋黄流心可颂,['咸蛋黄|流心|可颂']
6779,黄焖牛肉,['黄焖|牛肉']
6780,波霸奶茶,['波霸|奶茶']
6781,果啤,['果|啤']
6782,炸三样,['炸|三样']
6783,猪蹄花,['猪蹄|花']
6784,霸霸红豆奶茶,['霸霸|红豆|奶茶']
6785,香辣包,['香辣|包']
6786,丝瓜炒蛋,['丝瓜|炒|蛋']
6787,黄焖鸡,['黄焖|鸡']
6788,大师溏心蛋,['大师|溏心蛋']
6789,特调鸡尾酒,['特调|鸡尾酒']
6790,蒜香小龙虾,['蒜香|小龙虾']
6791,干锅娃娃菜,['干锅|娃娃菜']
6792,鲜鸭血,['鲜|鸭血']
6793,虎皮辣椒,['虎皮|辣椒']
6794,大窑嘉宾饮料,['大窑|嘉宾|饮料']
6795,猪拱嘴,['猪|拱嘴']
6796,小食拼盘,['小食|拼盘']
6797,小宇宙气泡水,['小宇宙|气泡水']
6798,麻辣虾球,['麻辣|虾球']
6799,炒腐竹,['炒|腐竹']
6800,卤猪尾,['卤|猪尾']
6801,椰芒q糯糯,['椰芒|q|糯糯']
6802,黄焖鱼,['黄焖|鱼']
6803,草莓桃子酪酪,['草莓|桃子|酪酪']
6804,鸡胸肉,['鸡胸|肉']
6805,珍芋奶绿,['珍芋|奶绿']
6806,风干肠,['风干|肠']
6807,金枪鱼,['金枪鱼']
6808,肉丝炒面,['肉丝|炒面']
6809,茄子肉沫,['茄子|肉沫']
6810,凉拌沙葱,['凉拌|沙葱']
6811,招牌牛肉粉,['招牌|牛肉粉']
6812,鹅胗,['鹅胗']
6813,猪肉芹菜水饺,['猪肉|芹菜|水饺']
6814,桃桃圣代,['桃桃|圣代']
6815,桂花乌龙茶,['桂花|乌龙茶']
6816,香酥馋嘴鸭,['香酥|馋嘴鸭']
6817,土豆包,['土豆|包']
6818,鸡柳卷饼,['鸡柳|卷饼']
6819,蜜枣粽子,['蜜枣|粽子']
6820,奶油包,['奶油|包']
6821,冷锅鸭血,['冷锅|鸭血']
6822,水果拼盘,['水果|拼盘']
6823,南瓜汤,['南瓜|汤']
6824,过桥豆腐,['过桥|豆腐']
6825,榴莲面包,['榴莲|面包']
6826,一桶燕麦奶烧仙草,['一桶|燕麦奶|烧仙草']
6827,汤力美式,['汤力|美式']
6828,五香鸡腿,['五香|鸡腿']
6829,尖椒肉丝盖浇饭,['尖椒|肉丝|盖浇饭']
6830,烤辣椒,['烤|辣椒']
6831,小吃自助,['小吃|自助']
6832,香辣翅尖,['香辣|翅尖']
6833,牛轧糖,['牛轧|糖']
6834,素粉,['素|粉']
6835,烤蝉蛹,['烤|蝉蛹']
6836,豆花肥肠,['豆花|肥肠']
6837,招牌盒装红肉菠萝蜜肉sh,['招牌|盒装|红肉|菠萝蜜|肉|sh']
6838,杏仁豆腐,['杏仁|豆腐']
6839,芋泥厚奶烧,['芋泥|厚奶|烧']
6840,骨头,['骨头|头']
6841,胡萝卜炒肉,['胡萝卜|炒|肉']
6842,米乳拿铁,['米乳|拿铁']
6843,黑芝麻汤圆,['黑芝麻|汤圆']
6844,鸡肾,['鸡|肾']
6845,鲜豆皮,['鲜|豆皮']
6846,柿子,['柿子']
6847,柚香乌龙茶,['柚香|乌龙茶']
6848,满杯菠波生椰拿铁,['满杯|菠波|生椰|拿铁']
6849,酸菜牛肉,['酸菜|牛肉']
6850,猪脚拼肉卷饭,['猪脚|拼肉卷|饭']
6851,鱼香肉丝,['鱼香|肉丝']
6852,招牌莲藕片,['招牌|莲藕片']
6853,番茄酥肉米线,['番茄|酥肉|米线']
6854,鲜虾水饺,['鲜虾|水饺']
6855,鸡爪螺蛳粉,['鸡爪|螺蛳粉']
6856,烧麦,['烧麦']
6857,芝士毛尖,['芝士|毛尖']
6858,牛肉炒年糕,['牛肉|炒|年糕']
6859,鸡翅煲,['鸡翅|煲']
6860,芒芒大福,['芒芒|大福']
6861,牛肉圆葱馅饼,['牛肉|圆葱|馅饼']
6862,酸辣鱼,['酸辣|鱼']
6863,丝瓜毛豆,['丝瓜|毛豆']
6864,排骨锅,['排骨|锅']
6865,酸菜馅饼,['酸菜|馅饼']
6866,韭菜盒子,['韭菜|盒子']
6867,煎鸡蛋,['煎|鸡蛋']
6868,经典红锅,['经典|红锅']
6869,五香花生米,['五香|花生米']
6870,汤包,['汤包']
6871,新疆大盘鸡,['新疆|大盘鸡']
6872,椒盐大虾,['椒盐|大虾']
6873,干拌杂酱面,['干拌|杂酱面']
6874,酸菜牛肉炒饭,['酸菜|牛肉|炒饭']
6875,太妃榛子拿铁,['太妃|榛子|拿铁']
6876,香卤海带,['香卤|海带']
6877,火鸡面,['火鸡|面']
6878,尖椒肉丝炒面,['尖椒|肉丝|炒面']
6879,大鸡腿,['大|鸡腿']
6880,果粒橙,['果粒|橙']
6881,溜肝尖,['溜|肝尖']
6882,混沌,['混沌|']
6883,姜鸭面,['姜|鸭|面']
6884,蛋糕胚,['蛋糕|胚']
6885,玉米鲜肉大馄饨,['玉米|鲜肉|大馄饨']
6886,猫耳朵,['猫|耳朵']
6887,烤肉串,['烤肉|串']
6888,牛角面包,['牛角|面包']
6889,麻辣锅,['麻辣|锅']
6890,杂面,['杂|面']
6891,狼牙土豆,['狼牙|土豆']
6892,炝莲菜,['炝|莲菜']
6893,芋泥虎皮卷,['芋泥|虎皮卷']
6894,魔法鸡块/6块,['魔法|鸡块|6块']
6895,牛杂汤粉,['牛杂|汤粉']
6896,凉拌毛豆,['凉拌|毛豆']
6897,花田乌龙双,['花田|乌龙|双']
6898,水晶鸡,['水晶|鸡']
6899,竹笋炒肉,['竹笋|炒|肉']
6900,柠檬椰果养乐多,['柠檬|椰果|养乐多']
6901,粉红樱花气泡饮,['粉红|樱花|气泡饮']
6902,轻茶摇摇冻,['轻茶|摇摇|冻']
6903,多肉葡萄金砖,['多肉|葡萄|金砖']
6904,瘦肉汤面,['瘦肉|汤面']
6905,芒芒生打椰拿铁,['芒芒|生打椰|拿铁']
6906,红柳枝羊肉串,['红柳|枝|羊肉串']
6907,香水柠檬美式,['香水|柠檬|美式']
6908,核桃,['核桃|仁']
6909,甜面酱,['甜|面酱']
6910,勇闯天涯啤酒,['勇闯|天涯|啤酒']
6911,一豆两喝,['一豆|两喝']
6912,红汤锅,['红汤|锅']
6913,黄金飞鱼籽海星饼,['黄金|飞鱼籽|海星饼']
6914,蜂蜜,['蜂蜜|']
6915,烤牛肉串,['烤|牛肉串']
6916,鸡腿堡,['鸡腿|堡']
6917,元气森林电解质青柠,['元气|森林|电解质|青柠']
6918,古早蛋糕,['古早|蛋糕']
6919,萝卜水饺,['萝卜|水饺']
6920,牛肉夹馍,['牛肉|夹馍']
6921,火锅牛排,['火锅|牛排']
6922,蒜泥黄瓜,['蒜泥|黄瓜']
6923,意大利肉酱面,['意大利|肉酱面']
6924,回锅肉,['回锅|肉']
6925,清江鱼,['清江|鱼']
6926,声声乌龙,['声声|乌龙']
6927,椒盐花生,['椒盐|花生']
6928,玉米馒头,['玉米|馒头']
6929,乌米饭,['乌米|饭']
6930,小面包,['小|面包']
6931,番茄酸菜鱼,['番茄|酸菜鱼']
6932,满杯荔枝,['满杯|荔枝']
6933,冰镇龙虾,['冰镇|龙虾']
6934,麦香鸡,['麦香|鸡']
6935,土豆烧排骨,['土豆|烧|排骨']
6936,黄金芝士蛋糕厚乳,['黄金|芝士|蛋糕|厚乳']
6937,香煎带鱼,['香煎|带鱼']
6938,锁鲜鸭舌,['锁|鲜|鸭|舌']
6939,棒打鲜橙,['棒打|鲜橙']
6940,燕麦抹茶拿铁,['燕麦|抹茶|拿铁']
6941,厚道芒芒榴莲,['厚道|芒芒|榴莲']
6942,凉拌黑木耳,['凉拌|黑木耳']
6943,五香驴肉,['五香|驴肉']
6944,炸花生米,['炸|花生米']
6945,芸豆炖土豆,['芸豆|炖|土豆']
6946,干炸小黄鱼,['干炸|小黄鱼']
6947,一米肥牛,['一米|肥牛']
6948,特色凉皮,['特色|凉皮']
6949,白灼八爪鱼,['白灼|八爪鱼']
6950,熟筋,['熟|筋']
6951,鱼饼汤,['鱼饼|汤']
6952,一锅鲜,['一锅|鲜']
6953,香脆小酥肉,['香脆|小酥肉']
6954,羊肠,['羊|肠']
6955,酥酥多笋卷,['酥酥|多|笋卷']
6956,红烧牛肉米线,['红烧|牛肉|米线']
6957,中盘鸡,['中盘|鸡']
6958,炖猪蹄,['炖|猪蹄']
6959,炸偏口鱼,['炸|偏口鱼']
6960,特级肥牛,['特级|肥牛']
6961,碳烤牛蛙,['碳烤|牛蛙']
6962,龙年酱香巧克力,['龙年|酱香|巧克力']
6963,级冷鲜去节甘蔗,['级|冷鲜|去节|甘蔗']
6964,炸茄盒,['炸|茄盒']
6965,芒芒杨枝甘露,['芒芒|杨枝甘露']
6966,芒果酸奶奶昔,['芒果|酸奶|奶昔']
6967,酸豆角肉沫,['酸豆角|肉沫']
6968,煎酿豆腐,['煎酿|豆腐']
6969,土豆炖牛肉,['土豆|炖|牛肉']
6970,盐烤大海虾,['盐烤|大海虾']
6971,杂酱酸辣粉,['杂酱|酸辣粉']
6972,香煎墨鱼饼,['香煎|墨鱼饼']
6973,纯肉水饺,['纯肉|水饺']
6974,脆哨粉,['脆哨|粉']
6975,砂锅两掺,['砂锅|两掺']
6976,抹茶泡芙,['抹茶|泡芙']
6977,红茶咖啡鸳鸯拿铁,['红茶|咖啡|鸳鸯|拿铁']
6978,姜爆鸭,['姜爆|鸭']
6979,香辣钉螺,['香辣|钉螺']
6980,手切吊龙,['手切|吊龙']
6981,星巴克via摩卡风味免煮咖啡固体饮料,['星巴|克|维|亚|摩卡|风味|免煮|咖啡|固体|饮料']
6982,脆皮香蕉,['脆皮|香蕉']
6983,玉竹老鸭汤,['玉竹|老鸭汤']
6984,青椒炒油渣,['青椒|炒|油渣']
6985,农家一锅出,['农家|一锅出']
6986,干面,['干|面']
6987,香滑蒸蛋,['香滑|蒸蛋']
6988,肉丝炒米粉,['肉丝|炒|米粉']
6989,原味珍珠奶茶,['原味|珍珠|奶茶']
6990,蛋黄玉米,['蛋黄|玉米']
6991,香骨鸡,['香骨|鸡']
6992,醇味豆浆,['醇味|豆浆']
6993,烤牛肚,['烤|牛肚']
6994,铁盘比萨,['铁盘|比萨']
6995,五香鸭锁骨,['五香|鸭锁骨']
6996,血糯米奶茶,['血糯米|奶茶']
6997,爽口萝卜,['爽口|萝卜']
6998,柠檬水,['柠檬|水']
6999,香茅柠檬茶,['香茅|柠檬|茶']
7000,鸭架,['鸭|架']
7001,肉蛋肠粉,['肉蛋|肠粉']
7002,秘制酱料,['秘制|酱料']
7003,新年炫彩厚椰拿铁,['新年|炫彩|厚椰|拿铁']
7004,馕坑肉,['馕坑|肉']
7005,肯德基葡式宝宝蛋挞,['肯德基|葡式|宝宝|蛋挞']
7006,红烧鹅,['红烧|鹅']
7007,西红柿炒鸡蛋,['西红柿|炒|鸡蛋']
7008,冰镇杨梅,['冰镇|杨梅']
7009,烧卖,['烧卖']
7010,炭烤五花肉,['炭烤|五花肉']
7011,霸气波波橙,['霸气|波波|橙']
7012,巧克力奶茶,['巧克力|奶茶']
7013,肚丝汤,['肚丝|汤']
7014,正新烤肠,['正新|烤肠']
7015,血鸭,['血鸭']
7016,龙井,['龙井']
7017,宫廷吾桑格,['宫廷|吾桑格']
7018,藤椒鸡腿中国汉堡,['藤椒|鸡腿|中国|汉堡']
7019,葱花鸡蛋饼,['葱花|鸡蛋饼']
7020,蟹足棒,['蟹|足|棒']
7021,招牌肉夹馍,['招牌|肉夹馍']
7022,海鲜菇,['海鲜|菇']
7023,龙腾四海,['龙腾|四海']
7024,安心大油条,['安心|大油条']
7025,砂锅麻辣烫,['砂锅|麻辣烫']
7026,手枪腿,['手枪|腿']
7027,蚂蚱,['蚂蚱']
7028,牛肉粉丝汤,['牛肉|粉丝|汤']
7029,冻奶茶,['冻|奶茶']
7030,生椰大满贯,['生椰|大满贯']
7031,椰青冰萃咖啡,['椰青|冰萃|咖啡']
7032,粉椰冰萃,['粉椰|冰萃']
7033,咖啡奶茶随心选兑换券,['咖啡|奶茶|随心选|兑换券']
7034,朝鲜面,['朝|鲜|面']
7035,红烧丸子,['红烧|丸子']
7036,豆沙面包,['豆沙|面包']
7037,鲜竹笋,['鲜|竹笋']
7038,清蒸小龙虾,['清蒸|小龙虾']
7039,肥肠粉,['肥肠|粉']
7040,盐焗鸡翅,['盐|焗|鸡翅']
7041,麻辣鸭腿,['麻辣|鸭腿']
7042,普通牛肉泡馍,['普通|牛肉|泡馍']
7043,牛肉抄手,['牛肉|抄手']
7044,薄荷奶绿,['薄荷|奶绿']
7045,奥利奥酸奶奶昔,['奥利奥|酸奶|奶昔']
7046,紫薯面,['紫薯|面']
7047,奶油号角,['奶油|号角']
7048,虾仁鲜肉大馄饨,['虾仁|鲜肉|大馄饨']
7049,燕麦焦糖玛奇朵,['燕麦|焦糖|玛奇朵']
7050,樱花莓莓胶原酸奶冻,['樱花|莓莓|胶原|酸奶|冻']
7051,初恋青提气泡美式,['初恋|青提|气泡|美式']
7052,皮蛋鲜肉馄饨,['皮蛋|鲜肉|馄饨']
7053,红糖糕,['红糖|糕']
7054,烤鸭饭,['烤鸭|饭']
7055,凉拌粉丝,['凉拌|粉丝']
7056,巧克力华夫脆,['巧克力|华夫脆']
7057,拌空心菜,['拌|空心菜']
7058,炒螺丝,['炒|螺丝']
7059,酸辣蕨根粉,['酸辣|蕨根粉']
7060,梅菜扣肉饭,['梅菜|扣肉|饭']
7061,精品牛肉,['精品|牛肉']
7062,炖土鸡,['炖|土鸡']
7063,龙井蛋糕,['龙井|蛋糕']
7064,家常豆腐,['家常|豆腐']
7065,藤椒鸡翅,['藤椒|鸡翅']
7066,雪花肥牛卷,['雪花|肥牛卷']
7067,羊排,['羊排']
7068,凉拌蕨根粉,['凉拌|蕨根粉']
7069,圣诞季拿铁兑换券,['圣诞|季|拿铁|兑换券']
7070,贵妃芒,['贵妃|芒']
7071,流沙包,['流沙|包']
7072,老婆饼,['老婆|饼']
7073,双杯抹茶可可碎片星冰乐,['双杯|抹茶|可可|碎片|星冰乐']
7074,蒜蓉烤扇贝,['蒜蓉|烤扇贝']
7075,懒人石榴冰,['懒人|石榴冰']
7076,杨梅爆多肉,['杨梅|爆多肉']
7077,凉菜,['凉菜']
7078,净云吞,['净|云吞']
7079,煎饼果子,['煎饼|果子']
7080,烤全翅,['烤|全翅']
7081,鸡蛋炒年糕,['鸡蛋|炒|年糕']
7082,花生酥,['花生|酥']
7083,微辣鸭锁骨,['微辣|鸭锁骨']
7084,一担粮,['一担|粮']
7085,软炸鲜蘑,['软炸|鲜蘑']
7086,火腿肠蛋炒饭,['火腿肠|蛋炒饭']
7087,卤鸭掌,['卤|鸭掌']
7088,烤奶珍珠奶茶,['烤奶|珍珠|奶茶']
7089,全鸡桶,['全鸡|桶']
7090,红烧龙虾,['红烧|龙虾']
7091,焖肉,['焖|肉']
7092,杀猪菜,['杀|猪|菜']
7093,卤肉肉夹馍,['卤肉|肉夹馍']
7094,糖水,['糖水']
7095,太阳卷,['太阳|卷']
7096,精品凉菜,['精品|凉菜']
7097,猪心,['猪|心']
7098,猪肝拌川,['猪肝|拌川']
7099,白菜汤,['白菜|汤']
7100,鲜郡花,['鲜郡|花']
7101,盐水毛豆,['盐水|毛豆']
7102,韩式年糕,['韩式|年糕']
7103,麻辣香干,['麻辣|香干']
7104,抹茶红豆,['抹茶|红豆']
7105,芒芒嗨啤,['芒芒|嗨啤']
7106,清炒生菜,['清炒|生菜']
7107,豆沙,['豆沙']
7108,猪梅花肉,['猪|梅花|肉']
7109,凉拌花甲,['凉拌|花甲']
7110,飘香芝麻白馕,['飘香|芝麻|白馕']
7111,福鼎肉片,['福鼎|肉片']
7112,汤,['汤']
7113,白粥,['白|粥']
7114,糟熘鱼片,['糟熘|鱼片']
7115,黑巧慕斯星冰乐,['黑巧|慕斯|星冰乐']
7116,清蒸海鲈鱼,['清蒸|海鲈鱼']
7117,鸡冠饺,['鸡冠|饺']
7118,草莓抹茶牛乳,['草莓|抹茶|牛乳']
7119,桃桃四季春,['桃桃|四季春']
7120,开心果拿铁,['开心果|拿铁']
7121,火锅油条,['火锅|油条']
7122,荠菜,['荠|菜']
7123,煮花生,['煮|花生']
7124,原味鸭架,['原味|鸭架']
7125,烤大虾,['烤|大虾']
7126,蛋糕波波奶茶,['蛋糕|波波|奶茶']
7127,炒粿条,['炒|粿条']
7128,甘梅红心薯条,['甘梅|红心|薯条']
7129,级红宝玉草莓,['级红|宝玉|草莓']
7130,干锅基围虾,['干锅|基围虾']
7131,干锅,['干锅']
7132,招牌鸡肉炒宽粉,['招牌|鸡肉|炒|宽粉']
7133,原切肥牛,['原切|肥牛']
7134,茄角之恋,['茄角|之恋']
7135,鹌鹑蛋,['鹌鹑|蛋']
7136,烂肉粉条,['烂肉|粉条']
7137,爆浆糍粑,['爆浆|糍粑']
7138,鸡,['鸡']
7139,稀饭,['稀|饭']
7140,四喜丸子,['四喜|丸子']
7141,招牌卤面,['招牌|卤面']
7142,火腿芝士蛋香可颂,['火腿|芝士|蛋香|可颂']
7143,神仙鸡,['神仙|鸡']
7144,卜豆角炒肉,['卜豆角|炒肉']
7145,带鱼,['带|鱼']
7146,杨梅白月光,['杨梅|白月光']
7147,凤尾,['凤尾']
7148,拌云吞,['拌|云吞']
7149,通菜,['通菜']
7150,青口,['青|口']
7151,香芋包,['香芋|包']
7152,原味鸡排,['原味|鸡排']
7153,红烧鲅鱼,['红烧|鲅鱼']
7154,猪肝瘦肉粥,['猪肝|瘦肉|粥']
7155,果冻,['果冻']
7156,炒肉片,['炒|肉片']
7157,猪蹄饭,['猪蹄|饭']
7158,盐水鸭,['盐水|鸭']
7159,蒜蓉番薯叶,['蒜蓉|番薯叶']
7160,大蒜炒腊肉,['大蒜|炒|腊肉']
7161,上汤苋菜,['上汤|苋菜']
7162,芝士多肉葡萄茉莉,['芝士|多肉|葡萄|茉莉']
7163,瘦肉米粉,['瘦肉|米粉']
7164,花生酱拌面,['花生酱|拌面']
7165,瀑布芝士汁汁厚作牛肉汉堡,['瀑布|芝士|汁汁|厚作|牛肉|汉堡']
7166,鱼香肉丝煲,['鱼香|肉丝|煲']
7167,椰青,['椰|青']
7168,鲅鱼饺子,['鲅鱼|饺子']
7169,肯德基葡式蛋挞,['肯德基|葡式|蛋挞']
7170,爆浆蛋糕,['爆浆|蛋糕']
7171,葱爆牛肉盖烧饭,['葱爆|牛肉|盖烧饭']
7172,榛香燕麦拿铁,['榛香|燕麦|拿铁']
7173,羊糕,['羊|糕']
7174,港式奶茶,['港式|奶茶']
7175,春山·樱花乌龙茶,['春山|樱花|乌龙茶']
7176,酱排骨,['酱|排骨']
7177,酸菜鱼火锅,['酸菜|鱼火锅']
7178,太妃榛香燕麦拿铁,['太妃|榛香|燕麦|拿铁']
7179,仔姜凤梨,['仔姜|凤梨']
7180,番茄鸡蛋饭,['番茄|鸡蛋|饭']
7181,巫山烤鱼,['巫山|烤鱼']
7182,炒羊杂,['炒|羊杂']
7183,酸辣土豆片,['酸辣|土豆片']
